Geo Point;Geo Shape;OBJECTID_1;gares_id;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;nom_ZdC;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.87979369411629, 2.355791907531139;"{""coordinates"": [2.355791907531139, 48.87979369411629], ""type"": ""Point""}";555;318;Gare du Nord;;;71410;Gare du Nord;462941;Gare du Nord;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;1;652753.6063;6864612.0676;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Gare du Nord
48.89218707644951, 2.237018056395014;"{""coordinates"": [2.237018056395014, 48.89218707644951], ""type"": ""Point""}";564;414;La Défense;Grande Arche;;71517;La Défense (Grande Arche);470548;La Défense (Grande Arche);A01534;C01371;METRO 1;1;METRO;0;0;METRO 1;0;0;RATP;1;1;644056.2663;6866067.7406;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;La Défense
48.847579367477074, 2.3955545121706874;"{""coordinates"": [2.395554512170687, 48.847579367477074], ""type"": ""Point""}";565;583;Nation;;;71673;Nation;462358;Nation;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;655642.3274;6861007.0198;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Nation
48.843486761806766, 2.3739225903167545;"{""coordinates"": [2.373922590316754, 48.843486761806766], ""type"": ""Point""}";554;317;Gare de Lyon;;;73626;Gare de Lyon;43153;Gare de Lyon;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;1;654051.2776;6860564.3306;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Gare de Lyon
48.87571908982334, 2.324224580938853;"{""coordinates"": [2.324224580938853, 48.87571908982334], ""type"": ""Point""}";562;1000;Saint-Lazare;;;71370;Gare Saint-Lazare;462374;Gare Saint-Lazare;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;1;650434.6278;6864178.3506;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Saint-Lazare
48.85394260621378, 2.2893345327788075;"{""coordinates"": [2.289334532778807, 48.85394260621378], ""type"": ""Point""}";601;75;Bir-Hakeim;Tour Eiffel;;473829;Bir-Hakeim;45340;Bir-Hakeim;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;647853.8595;6861779.4604;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Bir-Hakeim
48.84133824913213, 2.4009185367798027;"{""coordinates"": [2.400918536779803, 48.84133824913213], ""type"": ""Point""}";620;59;Bel-Air;;;73650;Bel-Air;45222;Bel-Air;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;656030.6976;6860310.0662;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Bel-Air
48.83904114371398, 2.389620014061439;"{""coordinates"": [2.389620014061439, 48.83904114371398], ""type"": ""Point""}";636;244;Dugommier;;;71606;Dugommier;42869;Dugommier;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;655199.4898;6860061.0017;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Dugommier
48.84038874809587, 2.3799112714543984;"{""coordinates"": [2.379911271454398, 48.84038874809587], ""type"": ""Point""}";967;67;Bercy;;;71607;Gare de Bercy;58728;Bercy;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;654488.0813;6860216.3939;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Bercy
48.84066322929957, 2.3263846107928465;"{""coordinates"": [2.326384610792847, 48.84066322929957], ""type"": ""Point""}";974;250;Edgar Quinet;;;71108;Edgar Quinet;45313;Edgar Quinet;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;650559.8002;6860279.0962;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Edgar Quinet
48.916382309922106, 2.2946851117025546;"{""coordinates"": [2.294685111702555, 48.916382309922106], ""type"": ""Point""}";678;297;Gabriel Péri;;;72203;Gabriel Péri;43042;Gabriel Péri;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;648308.4732;6868718.8268;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Gabriel Péri
48.82779554349536, 2.305534669653895;"{""coordinates"": [2.305534669653895, 48.82779554349536], ""type"": ""Point""}";795;700;Porte de Vanves;;;71006;Porte de Vanves;44526;Porte de Vanves;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649016.968;6858861.6144;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Porte de Vanves
48.92310377966602, 2.2862795775297826;"{""coordinates"": [2.286279577529783, 48.92310377966602], ""type"": ""Point""}";844;1007;Les Agnettes;;;72240;Les Agnettes;43693;Les Agnettes;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;647699.216;6869471.7685;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Les Agnettes
48.822583707737074, 2.298464191958535;"{""coordinates"": [2.298464191958535, 48.822583707737074], ""type"": ""Point""}";888;504;Malakoff - Plateau de Vanves;;;73766;Malakoff - Plateau De Vanves;413433;Malakoff - Plateau De Vanves;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;648492.7655;6858286.7118;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Malakoff - Plateau de Vanves
48.86869984735294, 2.309505157337887;"{""coordinates"": [2.309505157337887, 48.86869984735294], ""type"": ""Point""}";677;294;Franklin D. Roosevelt;;;71318;Franklin D. Roosevelt;43026;Franklin D. Roosevelt;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;649348.2201;6863407.2048;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Franklin D. Roosevelt
48.85272512017012, 2.406089161868773;"{""coordinates"": [2.406089161868773, 48.85272512017012], ""type"": ""Point""}";700;509;Maraîchers;;;71703;Maraîchers;44072;Maraîchers;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;656419.7092;6861573.316;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Maraîchers
48.84505817231375, 2.2617451249636717;"{""coordinates"": [2.261745124963672, 48.84505817231375], ""type"": ""Point""}";709;545;Michel Ange-Molitor;;;73658;Michel-Ange - Molitor;44139;Michel-Ange - Molitor;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;645820.2672;6860810.1786;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Michel Ange-Molitor
48.829746119994304, 2.231028100202621;"{""coordinates"": [2.231028100202621, 48.829746119994304], ""type"": ""Point""}";771;671;Pont de Sèvres;;;70698;Pont de Sèvres;44481;Pont de Sèvres;A01542;C01379;METRO 9;9;METRO;0;0;METRO 9;0;0;RATP;1;0;643549.4672;6859129.1796;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Pont de Sèvres
48.853772788014886, 2.4118948370564355;"{""coordinates"": [2.411894837056435, 48.853772788014886], ""type"": ""Point""}";774;693;Porte de Montreuil;;;71710;Porte de Montreuil;44520;Porte de Montreuil;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;656846.5807;6861686.6193;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Porte de Montreuil
48.84699703133652, 2.2950191304763616;"{""coordinates"": [2.295019130476362, 48.84699703133652], ""type"": ""Point""}";614;43;Avenue Émile Zola;;;71158;Avenue Émile Zola;42265;Avenue Émile Zola;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;648264.0691;6861003.4431;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Avenue Émile Zola
48.846151122181325, 2.354917983707404;"{""coordinates"": [2.354917983707404, 48.846151122181325], ""type"": ""Point""}";697;383;Jussieu;;;71148;Jussieu;43493;Jussieu;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;652658.953;6860871.8079;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Jussieu
48.84524756545478, 2.261623492404886;"{""coordinates"": [2.261623492404886, 48.84524756545478], ""type"": ""Point""}";708;544;Michel Ange-Molitor;;;73658;Michel-Ange - Molitor;44139;Michel-Ange - Molitor;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;645811.5379;6860831.3205;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Michel Ange-Molitor
48.84698910613954, 2.3170052357372453;"{""coordinates"": [2.317005235737245, 48.84698910613954], ""type"": ""Point""}";917;246;Duroc;;;71159;Duroc;42874;Duroc;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;649877.4993;6860988.3813;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Duroc
48.84520470358118, 2.266441541719401;"{""coordinates"": [2.266441541719401, 48.84520470358118], ""type"": ""Point""}";918;149;Chardon Lagache;;;71141;Chardon Lagache;42543;Chardon Lagache;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;646165.0736;6860823.2591;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Chardon Lagache
48.842436797924776, 2.365184811993381;"{""coordinates"": [2.365184811993381, 48.842436797924776], ""type"": ""Point""}";968;311;Gare d'Austerlitz;;;71135;Gare d'Austerlitz;462352;Gare d'Austerlitz;A01543;C01380;METRO 10;10;METRO;0;0;METRO 10;0;0;RATP;1;1;653409.0746;6860452.7051;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Gare d'Austerlitz
48.88870601977514, 2.2880836330485037;"{""coordinates"": [2.288083633048504, 48.88870601977514], ""type"": ""Point""}";729;478;Louise Michel;;;73667;Louise Michel;51613;Louise Michel;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;647796.9264;6865645.6998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Louise Michel
48.8664963437902, 2.3513589155329915;"{""coordinates"": [2.351358915532991, 48.8664963437902], ""type"": ""Point""}";812;725;Réaumur Sébastopol;;;73636;Réaumur Sébastopol;44600;Réaumur Sébastopol;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;652416.3507;6863136.1579;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Réaumur Sébastopol
48.864285758645295, 2.379741893177554;"{""coordinates"": [2.379741893177554, 48.864285758645295], ""type"": ""Point""}";837;774;Rue Saint-Maur;;;71795;Rue Saint-Maur;45194;Rue Saint-Maur;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;654496.5224;6862873.6278;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Rue Saint-Maur
48.8653353181603, 2.416697272847641;"{""coordinates"": [2.416697272847641, 48.8653353181603], ""type"": ""Point""}";881;300;Gallieni;Parc de Bagnolet;;71817;Gallieni;47890;Gallieni;A01536;C01373;METRO 3;3;METRO;0;0;METRO 3;0;0;RATP;1;0;657208.4603;6862969.6695;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Gallieni
48.86460037337562, 2.408031037075815;"{""coordinates"": [2.408031037075815, 48.86460037337562], ""type"": ""Point""}";900;684;Porte de Bagnolet;;;71799;Porte de Bagnolet;44510;Porte de Bagnolet;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;656572.0977;6862892.6803;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Porte de Bagnolet
48.86782709972698, 2.3637404371950392;"{""coordinates"": [2.363740437195039, 48.86782709972698], ""type"": ""Point""}";817;731;République;;;71311;République;44617;République;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653325.819;6863276.7379;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;République
48.87612635294891, 2.358047505360746;"{""coordinates"": [2.358047505360746, 48.87612635294891], ""type"": ""Point""}";862;314;Gare de l'Est;;;71359;Gare de l'Est;43138;Gare de l'Est;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;1;652915.7135;6864202.9359;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Gare de l'Est
48.8464846505702, 2.36591010685298;"{""coordinates"": [2.36591010685298, 48.8464846505702], ""type"": ""Point""}";936;718;Quai de la Rapée;;;71637;Quai de la Rapée;44583;Quai de la Rapée;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653465.9193;6860902.359;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Quai de la Rapée
48.85493637835866, 2.3473213170674265;"{""coordinates"": [2.347321317067427, 48.85493637835866], ""type"": ""Point""}";666;188;Cité;;;71223;Cité;42639;Cité;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;652109.5386;6861853.2272;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Cité
48.852300763094235, 2.3397277815930964;"{""coordinates"": [2.339727781593096, 48.852300763094235], ""type"": ""Point""}";766;605;Odéon;;;73618;Odéon;58716;Odéon;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;651549.9234;6861564.8032;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Odéon
48.84687823885142, 2.3267927850276813;"{""coordinates"": [2.326792785027681, 48.84687823885142], ""type"": ""Point""}";777;779;Saint-Placide;;;71184;Saint-Placide;44885;Saint-Placide;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;650595.6493;6860969.8857;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Saint-Placide
48.818676409912605, 2.3197403132985555;"{""coordinates"": [2.319740313298555, 48.818676409912605], ""type"": ""Point""}";851;1134;Mairie de Montrouge;;;70586;Mairie de Montrouge;45904;Mairie de Montrouge;A01537;C01374;METRO 4;4;METRO;0;0;METRO 4;0;0;RATP;1;0;650051.0907;6857838.6019;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Mairie de Montrouge
48.897402222898094, 2.344847748752399;"{""coordinates"": [2.344847748752399, 48.897402222898094], ""type"": ""Point""}";852;690;Porte de Clignancourt;;;478883;Porte de Clignancourt;44515;Porte de Clignancourt;A01537;C01374;METRO 4;4;METRO;0;0;METRO 4;0;0;RATP;1;0;651967.2227;6866576.6415;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Porte de Clignancourt
48.8759910648072, 2.357880771925327;"{""coordinates"": [2.357880771925327, 48.8759910648072], ""type"": ""Point""}";861;313;Gare de l'Est;;;71359;Gare de l'Est;43138;Gare de l'Est;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;1;652903.3623;6864187.9922;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Gare de l'Est
48.86628580458389, 2.3229434122435415;"{""coordinates"": [2.322943412243542, 48.86628580458389], ""type"": ""Point""}";669;199;Concorde;;;71298;Concorde;45676;Concorde;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;650331.6676;6863130.2462;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Concorde
48.88101649749112, 2.272238940611057;"{""coordinates"": [2.272238940611057, 48.88101649749112], ""type"": ""Point""}";726;463;Les Sablons;Jardin d’Acclimatation;;425779;Les Sablons;43785;Les Sablons;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;646627.2261;6864801.2694;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Les Sablons
48.85523625280238, 2.360956490023829;"{""coordinates"": [2.360956490023829, 48.85523625280238], ""type"": ""Point""}";775;777;Saint-Paul;Le Marais;;71222;Saint-Paul (Le Marais);44881;Saint-Paul (Le Marais);A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;653110.2706;6861878.3873;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Saint-Paul
48.846423077287035, 2.4187597866986716;"{""coordinates"": [2.418759786698672, 48.846423077287035], ""type"": ""Point""}";911;772;Saint-Mandé;;;71647;Saint-Mandé;47247;Saint-Mandé;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;657344.2856;6860865.6652;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Saint-Mandé
48.87949310793359, 2.3885668704791967;"{""coordinates"": [2.388566870479197, 48.87949310793359], ""type"": ""Point""}";594;93;Botzaris;;;71906;Botzaris;42369;Botzaris;A01550;C01387;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;655157.0227;6864559.5325;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Botzaris
48.87851411402383, 2.3816145119289653;"{""coordinates"": [2.381614511928965, 48.87851411402383], ""type"": ""Point""}";643;120;Buttes-Chaumont;;;71900;Buttes Chaumont;45609;Buttes Chaumont;A01550;C01387;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;654646.2892;6864454.6451;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Buttes-Chaumont
48.881192119070995, 2.364378741179748;"{""coordinates"": [2.364378741179748, 48.881192119070995], ""type"": ""Point""}";892;477;Louis Blanc;;;71407;Louis Blanc;43823;Louis Blanc;A01550;C01387;METRO 7bis;7b;METRO;0;0;METRO 7bis;0;0;RATP;1;0;653384.605;6864762.4602;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Louis Blanc
48.8632579449589, 2.3666610933534518;"{""coordinates"": [2.366661093353452, 48.8632579449589], ""type"": ""Point""}";688;283;Filles du Calvaire;;;71277;Filles Du Calvaire;58727;Filles du Calvaire;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;653535.9903;6862766.9605;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Filles du Calvaire
48.85772541289347, 2.310565960946845;"{""coordinates"": [2.310565960946845, 48.85772541289347], ""type"": ""Point""}";719;425;La Tour Maubourg;;;71242;La Tour Maubourg;43409;La Tour Maubourg;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;649415.3796;6862186.2617;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;La Tour Maubourg
48.84406559730793, 2.390482133980388;"{""coordinates"": [2.390482133980388, 48.84406559730793], ""type"": ""Point""}";890;555;Montgallet;;;71631;Montgallet;44160;Montgallet;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;655267.0787;6860619.1829;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Montgallet
48.86995751270301, 2.3710948397312004;"{""coordinates"": [2.3710948397312, 48.86995751270301], ""type"": ""Point""}";676;332;Goncourt;Hôpital Saint-Louis;;71840;Goncourt;43298;Goncourt;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;653867.1922;6863509.3023;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Goncourt
48.87511181695599, 2.389415032035528;"{""coordinates"": [2.389415032035528, 48.87511181695599], ""type"": ""Point""}";695;379;Jourdain;;;71868;Jourdain;43483;Jourdain;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;655215.4591;6864071.8789;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Jourdain
48.815930763056315, 2.3772672015137393;"{""coordinates"": [2.377267201513739, 48.815930763056315], ""type"": ""Point""}";751;642;Pierre et Marie Curie;;;70537;Pierre et Marie Curie;44343;Pierre et Marie Curie;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;654272.5744;6857498.469;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Pierre et Marie Curie
48.84286683068267, 2.352224728183084;"{""coordinates"": [2.352224728183084, 48.84286683068267], ""type"": ""Point""}";759;655;Place Monge;Jardin des Plantes – Arènes de Lutèce;;71133;Place Monge;44435;Place Monge;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652458.3099;6860508.2454;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Place Monge
48.86993903518653, 2.332592489355912;"{""coordinates"": [2.332592489355912, 48.86993903518653], ""type"": ""Point""}";768;607;Opéra;;;71337;Opéra;42237;Opéra;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;651042.9327;6863530.4308;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Opéra
48.82135578381409, 2.3692905873460295;"{""coordinates"": [2.369290587346029, 48.82135578381409], ""type"": ""Point""}";800;704;Porte d'Ivry;;;70636;Porte d'Ivry;44507;Porte d'Ivry;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653691.6801;6858106.3134;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Porte d'Ivry
48.79648308455054, 2.3682695400496945;"{""coordinates"": [2.368269540049694, 48.79648308455054], ""type"": ""Point""}";848;898;Villejuif Paul Vaillant-Couturier;Hôpital Paul Brousse;;70248;Paul Vaillant Couturier;58471;Paul Vaillant Couturier;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653594.5881;6855341.3988;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Villejuif Paul Vaillant-Couturier
48.88094656356074, 2.3649934724001813;"{""coordinates"": [2.364993472400181, 48.88094656356074], ""type"": ""Point""}";891;476;Louis Blanc;;;71407;Louis Blanc;43823;Louis Blanc;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653429.4678;6864734.7932;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Louis Blanc
48.89738989158187, 2.385508387668673;"{""coordinates"": [2.385508387668673, 48.89738989158187], ""type"": ""Point""}";932;692;Porte de la Villette;Cité des Sciences et de l’Industrie;;72430;Porte de La Villette;473461;Porte de La Villette;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;654948.2026;6866551.304;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Porte de la Villette
48.88967407389343, 2.338760650528743;"{""coordinates"": [2.338760650528743, 48.88967407389343], ""type"": ""Point""}";720;419;Lamarck-Caulaincourt;;;71492;Lamarck Caulaincourt;43600;Lamarck Caulaincourt;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;651513.7585;6865721.0312;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Lamarck-Caulaincourt
48.839516585402485, 2.3011075162423964;"{""coordinates"": [2.301107516242396, 48.839516585402485], ""type"": ""Point""}";842;877;Vaugirard;Adolphe Chériou;;71091;Vaugirard;44995;Vaugirard;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;648703.4995;6860167.7255;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Vaugirard
